Name	Set	ImageFile	Energy	Attack	Counter	Class	Type	Weapon Rank	Equipment	Leadership	Constitution	Relationships	Skills/Abilities/Affinity	Emblem Powers/Sacred Stones/Divine Siblings	Special Abilities	Use Timing	Effect	Nation	Rom. Name	Script
Glass Sword	RA2	RA2-041.png	1	4			Weapon	Sword C									After use, send outside the country. When selecting this weapon, until the end of the turn, you may treat its stats as [Attack: 1, Counterattack:1] and treat its text box as blank.			
Pachyderm .	RA2	RA2-042.png	3	5			Weapon	Ballista C									At the end of your National Power Phase, you may select 1 space. If you select a space, when attacking or counterattacking a unit on that space, the chip cost is reduced by -3. If you do not select a space, when attacking or counterattacking a unit on a sortie square, the chip cost is reduced by -2. The effects of all land cards within the attack range are negated.			
Regal Blade	RA2	RA2-043.png	2	5			Weapon	Sword S									Effects that reduce the number of attacks are negated. If a unit with [Sharp Blade] uses this weapon to attack, during the Processing Step, until the end of the turn, that unit gains [Split Off].			
Brave Bow .	RA2	RA2-044.png	2	1			Weapon	Bow B									Number of attacks x2.			
Dragonstone	RA2	RA2-047.png	1	4			Weapon	Perf									Can only be equipped to "Manakete" or "Dragon Tribe" class units. If the equipped unit belongs to "Dragon Tribe", this weapon cannot be selected. When this weapon is used during battle, effects that increase or reduce damage as a damage modifier on the equipped unit are negated. If the equipped unit possesses a "Dragon Lv", during the Preparation Second, you may pay (Outside the Battlefield 3) or (Hand 1). If you do, the chip cost is reduced to 0, and damage received is reduced by -2 as a damage modifier.			
Giga Excalibur	RA2	RA2-045.png	4	5			Magic	Anima S									This card is removed after use. When attacking with this magic, the cost of [Afterimage] is reduced by -3. The unit with this magic attached gains the movement range depicted below.			
Mjolnir .	RA2	RA2-046.png	3	4			Magic	Thunder *									Only 1 of this magic can be placed on the field. When declaring an attack with this weapon, "Surprise" and "Emblem Powers" cannot be used during the Preparation Second. When you attack or counterattack with this magic, spend 3 energy chips. / [Huge Discharge]: When an attack deals damage to an enemy unit, deal 1 damage to all units adjacent to that unit. / [Symbol]: Return this card from your hand to your deck, and move 2 chips from your used chip pile to your unused chip pile.			
Hoplon Guard	RA2	RA2-048.png	5				Item										When an enemy unit declares an attack or counterattack against the unit with this item attached, you may discard X cards to negate all effects that would increase attack or counterattack damage as a damage modifier. X corresponds to the attached unit's base energy value. If it's 5 or more, X = 3. If it's 4 or less, X = 1.			
Sol (skill) .	RA2	RA2-049.png	1				Surprise									When declaring an attack or counterattack	You can target 1 unit of your army that has the skill "Sol". Reduce the cost of the unit with "Sol"'s attack or counterattack to 0, and any effects that would reduce the number of attacks are negated. When dealing damage to an enemy unit, place chips from your used chip pile on this unit equal to the damage dealt. If Perne uses this skill, the chip cost is reduced by -1.			
Pavise (skill) .	RA2	RA2-050.png	1				Surprise									When an enemy declares an attack or counterattack	You can target 1 unit of your army that has the skill "Pavise". Reduce the number of enemy attacks by -1. If Reptor uses this skill, the chip cost is reduced by -1.			
Act Again (Ability) .	RA2	RA2-051.png	1				Surprise									At the end of the target unit's Processing Step	From the top of the deck, remove up to X+1 cards based on the target unit's "Act again Lv.X". The number of cards removed is declared when at the time of using the card. If one of the removed cards is a surprise card, the target unit is put in an actionable state. The unit targeted by this effect cannot invade enemy sortie squares. This effect can only be used 1 time per turn per unit.			
Capture (Ability) .	RA2	RA2-052.png	1				Surprise									When declaring an attack	Target 1 unit of your army that has the ability "Capture". If the target unit causes an enemy unit to withdraw during battle, attach this card to the target unit as an item card with the text below. If the target unit already has an item card attached remove it before attaching this item. As long as this card is on the field, no player may sortie units with the same name as the unit that retreated in battle. -- Item Card Text -- When the unit with this item attached attacks or counterattacks, you may remove this card to reduce the number of attacks by -1.			
Divine Dragonstone .	RA2	RA2-053.png	3				Surprise									Anytime during your National Power Phase	Choose 1 of the following 3 effects: 1. From the deck, or outside the battlefield, add 1 unit with Dragon Lv. [Divine], and add it to your hand. Afterwards, shuffle your deck. / 2. Sortie a "Divine Dragon" unit by placing it on top of a Manakete. At this time, you can place as many energy chips on it as possible. / 3. Target 1 "Dragon Tribe" unit other than a "Manakete". Until the end of the turn, the target unit's special abilities are negated.			
Earth Dragonstone .	RA2	RA2-054.png	3				Surprise									Anytime during your National Power Phase	Choose 1 of the following 3 effects: 1. From the deck, or outside the battlefield, add 1 unit with Dragon Lv. [Earth] or [Dark], and add it to your hand. Afterwards, shuffle your deck. / 2. Sortie an "Earth Dragon" or "Shadow Dragon" unit by placing it on top of a Manakete. At this time, you can place as many energy chips on it as possible. / 3. Target 1 "Manakete" unit. Until the end of the turn, the target unit's special abilities are negated.			
Surprise Recovery .	RA2	RA2-055.png	X				Surprise									When a surprise card's effect resolves	Return the surprise card that you resolved to your hand instead of sending it outside the battlefield. X equals the chip cost of the surprise card.			
Sandstorm (Weather)	RA2	RA2-056.png	4				Surprise									At the beginning of your or your opponent's Invasion Phase	Target all units not on a land. Return all cards attached to the deck of the card's owner. If any cards are returned, shuffle the decks.			
Isolation	RA2	RA2-057.png	1				Surprise									Anytime during your National Power Phase	Select 1 nation from among units on the field. During the next Unit Step, units belonging to the chosen nation cannot be sortied. During the next Unit Step, if this card is outside the battlefield and no units were sortied, you may return this card to the hand.			
"It Seems I've Fallen In Love"	RA2	RA2-058.png	4				Surprise									Anytime during your Invasion Phase	Target 1 of your non-"Dragon" units. Choose 1 unit adjacent to the target unit of an opposite gender. If no unit is chosen, remove this card. Attach this card to the target unit as an item card with the text below. When the chosen unit leaves the field, send this card outside the battlefield. -- Item Card Text -- If the attached unit is adjacent to the chosen unit, when attacking, it deals +2 damage as a damage modifier.			
Earthquake (Weather)	RA2	RA2-059.png	2				Surprise									At the beginning of your or your opponent's Invasion Phase	Select 1 space. If the unit on that space has 2 or more energy chips, deal 1 damage to it. If there is a land card on that space, remove it.			
Unexpected Result	RA2	RA2-060.png	2				Surprise									When an enemy declares an attack or counterattack	Target 1 unit of your army. This battle, the target unit receives 3 damage. (Ignore the enemy unit's attack power, damage modifiers, and number of attacks).			
Movement Power Reversal	RA2	RA2-061.png	3				Surprise									Anytime during your National Power Phase	Until the end of the next turn, Cavalry units can only invade adjacent spaces, and cannot move outside of the Movement Step. Infantry movements gain the movement range depicted below.			
Pincer Attack (Formation)	RA2	RA2-062.png	2				Surprise									When declaring an attack	Target 1 unit of your army. Select 1 unit of your army placed on the opposite side of the attack target. The target unit deals +X damage as a damage modifier. X is the selected units base attack power.			
Battle Before Dawn	RA2	RA2-063.png	2				Surprise									Anytime during your National Power Phase	Draw 1 card. / As long as this card is outside the battlefield, the following effect is active: The player who controls this card cannot draw cards by the effect of surprise cards. / As long as there are 5 or more cards on top of this card, the following effect is active: During the Support Step, the player who controls this card gains +1 support chip. All enemy units cannot move outside of the Movement Step. Your opponent is limited to a maximum of 3 support chips during the support step.			
Foreign Exchange	RA2	RA2-064.png	2				Surprise									Anytime during the Invasion Phase	Target 2 units of your army, 1 with an "Emblem Power" and another with an "Affinity". Until the end of the turn, as long as the 2 target units are adjacent, the unit with an "Affinity" may use "Emblem Powers" possessed by the other target unit. (You must pay the required cost as specified). Treat the unit with an "Emblem Power" as if it had the "Affinity" possessed by the other target unit. When the target units are no longer adjacent, this effect is negated.			
Close Call	RA2	RA2-065.png	3				Surprise									When an enemy declares an attack	Target 1 unit of your army with 2 or more energy chips. Cannot be used on a unit in enemy sortie squares. Remove energy chips from the target unit until only 1 remains. Reduce the number of attacks the enemy unit can perform this battle to 0. The target unit cannot counterattack.			
Trap Evasion	RA2	RA2-066.png	1				Surprise									Anytime	Select 1 space. Choose and apply 1 of the following effects to the selected space: 1. The effects applied to that space other than this one are negated. / 2. Remove 1 land card with an invasion restriction placed on the selected space. / 3. If a unit of your army is unable to move due to an effect other than the text written on it, it becomes able to move.			
Counterstrike	RA2	RA2-067.png	3				Surprise									Anytime	Target 1 unit of your army. Return the target unit to your hand. Its energy chips become used chips. If returned, you may sortie a unit in addition to your normal sortie during your Unit Step.			
Rations	RA2	RA2-068.png	2				Surprise									Anytime	This card cannot be the target of surprise cards that negate card effects. You may place 1 of your used or unused chip on 1 unit of your army as an energy chip. If this card is sent outside the battlefield, you may place it on top of your deck face-down.			
Shadow Dragon's Cruelty	RA2	RA2-069.png	1				Surprise									During your National Power Phase of your opponent's turn	Deal X damage to all enemy units with the highest number of chips. (X is the number of placed "Dragon Tribe").			
Poison Gas Vent	RA2	RA2-070.png	3				Land										When this land is placed, the controlling player selects the space the land is placed or an adjacent space. Deal 1 damage to any unit on the selected space and inflict the Poisoned status. At the start of the controlling player's End Phase, that player selects the space the land is placed or an adjacent space. Inflict the Poisoned status on any unit on the selected space.			
Shrine	RA2	RA2-071.png	1				Land										Units on this land cannot be the target actions of attached cards. Send all cards attached to units on this land outside the battlefield.			
Pirate Throne	RA2	RA2-072.png	2				Land										As long as this card is placed on the field, it's name becomes "Ocean". Units other than those controlled by the controlling player cannot invade this land. During their Item Step, the turn player may pay (2 Unused). If they do, until the end of the turn, all units may invade this land. If a unit that cannot normally invade this land is placed on this land, that unit is not returned to the hand.			
Shadow Dragon (Lv20) .	RS	RS-014.png	10	7	3	Dragon Tribe	Male/Breath/Infantry	Dragon Lv: Dark							Sortie this unit by placing it on top of a Manakete with Dragon Lv: Dark. This unit does not enter an actionable state at the start of the Invasion Phase. / [Absorb]: Use during the Invasion Phase. Send 1 female unit card from your hand outside the battlefield. This unit enters an actionable state. Until the end of the turn, this unit's chip cost to attack becomes 0. / [Finality]: When an enemy unit's attack damage causes this unit to withdraw, you lose the game. / [Dark Scales]: Receive -3 damage. [Effective Attack] is negated. This unit cannot receive status ailments.					
Ninian (Lv10) .	RS	RS-015.png	4			Dancer	Female/Special/Infantry					Brother: Nils / Support: Eliwood	[Ice]		[Dance] (Energy 1): Instead of acting, put an adjacent unit actionable state. Cannot be used after moving. / [Dance of the Dragons' Descent] (Hand 1): Can be used instead of acting. Add 1 "Dragon Tribe" unit from your deck to your hand. Afterwards, shuffle your deck. / [Dance of the Dragon's Seal] (Outside the Battlefield 3): Can be used instead of acting. Target 1 enemy "Dragon Tribe" unit. That unit will not enter an actionable state at the start of your opponent's next Invasion Phase.				Ninian	
Katarina (Relationships)	RS	RS-016.png	2				Surprise									Anytime	If there are no units of your army with the [Assassins Squad] special ability, increase the chip cost by 3. Choose 1 of the following effects: 1. Negate the effects of a (Relationships) surprise card used by your opponent. / 2. Target 1 unit of your army. Until the end of the turn, the damage that unit deals is increased by +2 as a damage modifier. / 3. Target 1 unit of your army. Until the end of the turn, the chip cost for that unit to attack is reduced by -1. You may add 1 unit card with the same name as the target unit from your deck to your hand. Afterwards, shuffle your deck.			
Clarine (Lv10) .	RP	RP-002.png	5	2		Troubadour	Female/Staff/Recovery/Cavalry	Staff B	Tiena's Staff: You may heal using unused chips.			Father: Pent / Mother: Louise / Brother: Klein	[Thunder]		[Re-movement] (Energy 1): After an action, the unit can move again.			Kingdom of Etruria		
Lugh (Lv10) .	RP	RP-003.png	5	2	1	Mage	Male/Fire/Magic/Infantry	Anima C	Fire / Talisman: Magic damage received -1			Mother: Nino / Brother: Raigh	[Fire]		[Afterimage] (Energy X): If you attack using a magic card, it is not removed. X is the amount of required chips for the magic card.				Lugh	
Sue (Lv10) .	RP	RP-005.png	6	2	1	Nomad	Female/Bow/Indirect/Cavalry	Bow B	Longbow			Father: Rath	[Wind]		[Re-movement] (Energy 1): After an action, the unit can move again.			Tribes of Sacae		
Florina (Lv10) .	RP	RP-007.png	6	2	1	Pegasus Knight	Female/Lance/Direct/Flying	Lance B	Steel Lance			Sister: Fiora, Farina	[Light]		[Re-movement] (Energy 1): After an action, the unit can move again.			Knights Union of Ilia	Flolin	
Matthew (Lv10) .	RP	RP-008.png	4	2	1	Thief	Male/Sword/Direct/Infantry	Sword B	Iron Sword / Silver Card [Card Bonus] (Energy 4): During your draw step, draw 1 card.				[Wind]		[Steal] Your opponent moves chips from their unused chip pile to their used chip pile equal to the damage dealt x5.			March of Ostia		
Wrys (Lv10) .	RP	RP-009.png	7	4	2	Bishop	Male/Fire/Magic/Infantry	Staff A / Magic A	Bolganone / Vulnerary [Heal] (Outside the Battlefield 2): Instead of acting, place 2 chips from the used chip pile onto self or an adjacent unit of your army.					[Skill] (Energy 2): Disable 1 card effect / [Resistance] (Hand 2): Magic damage -2	[Afterimage] (Energy X): If you attack using a magic card, it is not removed. X is the amount of required chips for the magic card.			Kingdom of Talys	Riff	
The Prince's Instruction .	RP	RP-011.png	X				Surprise									Anytime	Draw X cards. X is equal to the number of enemy units on the field. If there is a "Lewyn" of your army in play, the chip cost is reduced by -1.			
Dithorba (Lv10)	RP	RP-012.png	7	2	2	Falcon Knight	Female/Sword/Direct/Flying	Sword A / Lance A / Staff c	Prayer Sword			Child: Misha	Miracle, Continue		[Re-movement] (Energy 1): After an action, the unit can move again.			Kingdom of Silesse	Deet'var	
Lene (Lv10)  .	RP	RP-013.png	3	1	1	Dancer	Female/Sword/Direct/Infantry	Sword C	Iron Sword / Bargain Band			Mother: Silvia / Brother: Coirpre	Miracle, Continue		[Dance]: Instead of acting, put an adjacent unit actionable state. Cannot be used after moving.				Leen	
Miranda (Lv10) .	RP	RP-014.png	6	2	2	Mage Knight	Female/Fire/Magic/Cavalry	Sword C / Fire A / Thunder B / Wind B	Elfire / Vala Scroll		2		Wrath, Rescue		[Re-mounting] (Energy 2): After an action, the unit can move again.			Kingdom of Ulster	Miranda	
Machyua (Lv10) .	RP	RP-015.png	7	3	2	Mercenary	Female/Axe/Direct/Infantry	Sword A / Axe B	Killer Axe		2		Critical, Vantage, Rescue, Capture		[Crush] (Deck 2): Remove all cards attached to enemy units damaged by this attack or counterattack.			Kingdom of Munster	Machyua	
Ayra (Lv10) .	RP	RP-018.png	7	4	2	Swordmaster	Female/Sword/Direct/Infantry	Sword A	Silver Sword			Child: Scathach, Larcei	Pursuit, Astra, Continue, Nihil		[Sharp Blade] (Deck 2): Reduce the energy chips consumed for attacks or counterattacks by -2. Can be used up to two times.			Kingdom of Isaach	Ira	
Hector (Lv10) .	RP	RP-019.png	8	4	2	General	Male/Axe/Direct/Infantry	Lance A / Axe A	Silver Axe	3		Child: Lilina / Support: Eliwood	[Thunder]		[Seize]: You win the game when this unit enters an enemy sortie square. When this unit withdraws, all of your units retreat 1 square. / [Heavy Step]: Each time this unit moves 1 square, it consumes 1 energy chip. / [Iron Wall] (Hand 2): Reduce damage taken by weapon attacks or counterattacks by -2.			March of Ostia	Hector	
Serra (Lv15)	RP	RP-020.png	6	3		Cleric	Female/Staff/Recovery/Infantry	Staff A	Physic Staff			Support: Florina	[Thunder]		[Support]: You can use used chips to support during the support step. Grants +1 support chip.			March of Ostia	Serra	
Sophia (Lv15)	RP	RP-021.png	5	3	1	Shaman	Female/Dark/Magic/Infantry	Dark A	Flux			Support: Igrene, Niime	[Dark]		[Afterimage] (Energy X): If you attack using a magic card, it is not removed. X is the amount of required chips for the magic card.			Nabata Village	Sofiya	
Igrene (Lv10) .	RP	RP-022.png	6	3	2	Sniper	Female/Bow/Indirect/Infantry	Bow B	Killer Bow [Sharp Strike] (Hand 2): +2 weapon triangle			Father: Hawkeye	[Ice]		[Snipe] (Energy 2): An enemy damaged by this attack must spend 1 energy chip to move during its next turn.			Nabata Village	Igrene	
Shiva (Lv15) .	RP	RP-025.png	6	4	1	Sword Fighter	Male/Sword/Direct/Infantry	Sword A	Silver Sword / Luna Manual		2		Sol, Luna, Rescue, Act again (Lv1)		[Sharp Blade] (Deck 2): Reduce the energy chips consumed for attacks or counterattacks by -2. Can be used up to two times.				Shiva	
Bartre (Lv10) .	RP	RP-026.png	6	1	1	Fighter	Male/Axe/Direct/Infantry	Axe A	Brave Axe: Number of attacks x2			Child: Fir / Support: Karla	[Thunder]		[Crush] (Deck 2): Remove all cards attached to enemy units damaged by this attack or counterattack.			Western Isles		
Naoise (Lv10) .	RP	RP-027.png	7	1	2	Paladin	Male/Sword/Direct/Cavalry	Sword B / Lance B	Brave Sword: Number of attacks x2			Support: Alec, Arden	Critical, Accost		[Re-movement] (Energy 1): After an action, the unit can move again.			House Chalphy	Noish	
Protection of the Crusader	RP	RP-028.png	3				Surprise									Your turn's National Power Phase	This card is placed to the side of the field. During your Item Step, you may return 1 card from your hand to the deck and shuffle to add 1 weapon or magic card with * equipment level or a (Crusader Scroll) from your deck to your hand. This effect can only be used once per turn per copy of Protection of the Crusader in play. If a unit with * weapon or magic equipment level is sortied, the cost for units belonging to the same country to attack or counterattack is reduced by -1. This card can be the target of "Solitary Battlefield".			
Divine Dragon (Lv20) .	RP	RP-030.png	8	4	2	Dragon Tribe	Female/Breath/Flying	Dragon Lv: Divine							Sortie this unit by placing it on top of a Manakete with Dragon Lv: Divine. / [Ice Breath]: When attacking or counterattacking, deal +1 damage. If it's a "Dragon Tribe" deal +2 damage. / [Divine Scales]: Reduce received damage by -2.					
Dolph and Macellan (Lv10) .	RP	RP-031.png	10	3	1	Armor Knight	Male/Lance/Direct/Infantry	Lance B	Steel Lance					[Defense] (Hand 2): Weapon damage -2	[Two Peoples' Heavy Step]: Each time this unit moves 1 square, it consumes 2 energy chips. / [Two Peoples' Fetters] (Energy 1): During the enemy invasion phase, 1 adjacent enemy unit cannot move.			Kingdom of Archanea	Tomth and Mishelan	
Midia (Lv10) .	RP	RP-032.png	6	2	2	Knight	Female/Sword/Direct/Infantry	Sword A	Armorslayer: Enemy units cannot use Emblem Power [Defense]. [Effective Attack]: +2 vs. Armors			Support: Astram		[Skill] (Energy 2): Disable 1 card effect / [Luck] (Outside the Battlefield 3): Disable 1 Emblem Power	[Force Back] (Energy 2): If a direct attack deals damage, the enemy unit retreats 1 square.			Kingdom of Archanea	Midia	
Tine (Lv10) .	RP	RP-033.png	6	2	2	Mage Fighter	Female/Thunder/Magic/Infantry	Sword C / Fire B / Thunder A / Wind B	Elthunder			Mother: Tailtiu / Brother: Arthur	Wrath, Continue		[Afterimage] (Energy X): If you attack using a magic card, it is not removed. X is the amount of required chips for the magic card.			House Friege	Teeny	
Carrion (Lv20)	RP	RP-034.png	9	3	2	Paladin	Male/Sword/Direct/Cavalry	Sword A / Lance A	Silver Sword / Live Ring		2		Pursuit, Critical, Rescue		[Class Change]: Can be put into play when "Carrion" deals "attack damage" to an enemy unit. / [Re-movement] (Energy 1): After an action, the unit can move again. / [Training] Return this card from the hand to the deck and draw 1 card.			Kingdom of Leonster	Carrion	
Oifey (Lv10) .	RP	RP-037.png	3			Tactician	Male/Special/Infantry			2		Support: Sigurd			[Command] (Energy 2): Reduce an Outside the Battlefield or Deck cost by 1. Effects stack. / [Advisor]: While this unit is on the field, the cost of surprise cards that target units of your army are reduced by -1 (minimum cost of 0). This effect can only be used with surprise cards in your hand.			House Chalphy	Oifey	
Tristan (Lv10) .	RP	RP-038.png	7	3	2	Forest Knight	Male/Sword/Direct/Cavalry	Sword A	Silver Sword / Hezul Scroll [Black Blade Flash] (Energy 2): When attacking with initial equipment, +1 damage. Effects stack.			Father: Evan / Sister: Jeanne	Critical, Continue		[Re-movement] (Energy 1): After an action, the unit can move again.			Kingdom of Nordion	Tristan	
Melady (Lv15)	RP	RP-039.png	7	3	1	Wyvern Knight	Female/Lance/Direct/Flying	Lance A	Steel Lance			Brother: Zeiss / Support: Galle	[Dark]		[Re-movement] (Energy 1): After an action, the unit can move again.			Kingdom of Bern	Milady	
Erk (Lv10) .	RP	RP-041.png	7	3	2	Sage	Male/Anima/Magic/Infantry	Staff A / Anima A	Thunder			Support: Pent, Louise	[Thunder]		[Afterimage] (Energy X): If you attack using a magic card, it is not removed. X is the amount of required chips for the magic card.			Kingdom of Etruria	Erk	
Lucius (Lv10) .	RP	RP-042.png	7	3	2	Bishop	Male/Light/Magic/Infantry	Staff A / Light S	Lightning			Support: Karel	[Light]		[Afterimage] (Energy X): If you attack using a magic card, it is not removed. X is the amount of required chips for the magic card.			Marquess Cornwell Family	Ruthea	
Nino (Lv10) .	RP	RP-043.png	7	3	2	Sage	Female/Anima/Magic/Infantry	Staff B / Anima S	Fimbulvetr			Support: Lloyd, Linus	[Fire]		[Afterimage] (Energy X): If you attack using a magic card, it is not removed. X is the amount of required chips for the magic card.			Black Fang		
Palla (Lv15)	RP	RP-047.png	6	2	1	Pegasus Knight	Female/Lance/Direct/Flying	Lance A	Dragon Lance [Effective Attack]: +2 vs. Dragons			Sister: Catria, Est / Support: Minerva, Abel		[Defense] (Hand 2): Weapon damage -2	[Surprise Attack]: Can be sortied with 1 energy chip, one square in front of your sortie squares. However, it cannot be moved during that turn.			Kingdom of Macedonia	Paora	
Catria (Lv15)	RP	RP-048.png	6	2	1	Pegasus Knight	Female/Lance/Direct/Flying	Lance A	Killer Lance [Sharp Strike] (Hand 2): +2 Damage			Sister: Palla, Est / Support: Minerva, Marth		[Skill] (Energy 2): Disable 1 card effect	[Surprise Attack]: Can be sortied with 1 energy chip, one square in front of your sortie squares. However, it cannot be moved during that turn.			Kingdom of Macedonia	Katua	
Est (Lv15)	RP	RP-049.png	6	2	1	Pegasus Knight	Female/Lance/Direct/Flying	Lance A	Ridersbane [Effective Attack]: +2 vs. Cavalry			Sister: Palla, Est / Support: Minerva, Marth		[Luck] (Outside the Battlefield 2): Disable 1 Emblem Power	[Surprise Attack]: Can be sortied with 1 energy chip, one square in front of your sortie squares. However, it cannot be moved during that turn.			Kingdom of Macedonia	Est	
Julia (Lv10) .	RP	RP-050.png	6	3	2	Sage	Female/Light/Magic/Infantry	Staff B / Fire A / Thunder B / Wind B / Light *	Lightning / Magic Ring: When attacking, +1 damage			Father: Arvis / Mother: Deirdre / Brother: Julius / Support: Lewyn	Pursuit, Continue, Nihil		[Afterimage] (Energy X): If you attack using a magic card, it is not removed. X is the amount of required chips for the magic card.			Grannvale Empire	Yuria	
Julius (Lv10) .	RP	RP-051.png	6	3	2	Dark Priest	Male/Dark/Magic/Infantry	Fire A / Thunder A / Wind A / Dark *	Hel / Barrier Ring: -1 damage received from magic.	2		Father: Arvis / Mother: Deirdre / Sister: Julia / Support: Ishtar	Pursuit, Wrath, Accost, Nihil		[Afterimage] (Energy X): If you attack using a magic card, it is not removed. X is the amount of required chips for the magic card.			Grannvale Empire	Yurius	
Rebecca (Lv20)	RP	RP-053.png	7	4	2	Sniper	Female/Bow/Indirect/Infantry	Bow S	Silver Bow			Child: Wolt	[Fire]		[Class Change]: Can be put into play when "Rebecca" deals "attack damage" to an enemy unit. / [Fire Corps] (Energy 1): Deal +X damage. X is the number of [Fire] affinity units on the field. / [Snipe] (Energy 1): An enemy damaged by this attack must spend 1 energy chip to move during its next turn. / [Hone Skill]: Return this card to the deck, and add a unit card with the same name to your hand.			March of Pherae	Rebacca	
Guy (Lv10) .	RP	RP-054.png	6	3	1	Myrmidon	Male/Sword/Direct/Infantry	Sword A	Killing Edge [Sharp Strike] (Hand 2): +2 Damage			Support: Matthew	[Fire]		[Sharp Blade] (Deck 2): Reduce the energy chips consumed for attacks or counterattacks by -2. Can be used up to two times.			Tribes of Sacae	Guy	
Canas (Lv10) .	RP	RP-055.png	7	4		Druid	Male/Staff/Recovery/Infantry	Staff B / Dark A	Physic Staff			Mother: Niime / Child: Hugh	[Anima]		[Support]: You can use used chips to support during the support step. Grants +1 support chip.			Knights Union of Ilia	Canas	
Mark (Lv10) .	RP	RP-056.png	4	1	1	Tactician	Male/Sword/Direct/Infantry	Sword C	Iron Sword	3		Support: Lyn, Eliwood, Hector			[Fingertip of God]: The use timing for "Protection" (Affinity) cards is anytime. When you use an (Affinity) card, the chip cost is reduced by -1.				Mark	
Limstella (Lv10) .	RP	RP-057.png	7	2	2	Sage	Anima/Magic/Infantry	Staff S / Anima S	Bolting	1		Support: Nergal			[Afterimage] (Energy X): If you attack using a magic card, it is not removed. X is the amount of required chips for the magic card. / [Unknown Gender] This unit is treated as both male and female.				Limstella	
Ephidel (Lv10)	RP	RP-058.png	5			Morph	Male/Special/Infantry					Support: Nergal			[Subterfuge]: The cost of surprise cards that your opponent use are increased by +1. / [Trick]: When sortied, declare a country. When an enemy belonging to the chosen country is sortied, send cards from the top of your opponent's deck outside the battlefield equal to half the sortied enemy's maximum energy (rounded down). This effect remains active as long as this unit is on the field.				Ephidel	
Elbert (Lv10)	RP	RP-059.png	7	3	2	Paladin	Male/Sword/Direct/Cavalry	Sword A / Lance A / Axe A	Silver Sword	2		Child: Eliwood / Support: Ninian, Nils			[Command] (Energy 2): Reduce an Outside the Battlefield or Deck cost by 1. Effects stack. / [Re-movement] (Energy 1): After an action, the unit can move again.			March of Pherae	Elbert	
Uther (Lv10)	RP	RP-060.png	8	4	2	General	Male/Axe/Direct/Infantry	Lance A / Axe S	Silver Axe	3		Brother: Hector			[Heavy Step]: Each time this unit moves 1 square, it consumes 1 energy chip. / [Iron Wall] (Hand 2): Reduce damage taken by weapon attacks or counterattacks by -2. / [Lycia Alliance] All units of your army belonging to the March of Ostia, March of Pherae, and March of Caelin have their maximum energy increased by +1.			March of Ostia	Uther	
Roy (Lv20)	RP	RP-061.png	8	4	2	Great Lord	Male/Sword/Direct/Infantry	Sword S	Silver Sword	3		Father: Eliwood / Support: Lilina	[Fire]		[Class Change]: Can be put into play when "Roy" deals "attack damage" to an enemy unit. / [Fire Corps] (Energy 1): Deal +X damage. X is the number of [Fire] affinity units on the field. / [Command] (Energy 1): Reduce an Outside the Battlefield or Deck cost by 1. Effects stack. / [Hone Skill]: Return this card to the deck, and add a unit card with the same name to your hand.			March of Pherae	Roy	
Lilina (Lv20)	RP	RP-062.png	8	4	2	Sage	Female/Anima/Magic/Infantry	Staff A / Anima S	Fimbulvetr			Father: Hector / Support: Roy	[Light]		[Class Change]: Can be put into play when "Lilina" deals "attack damage" to an enemy unit. / [Bright Light] (Energy X): When spending unused chips, you may spend this unit's energy chips instead. X is the number of unused chips spent. / [Afterimage] (Energy X-1): If you attack using a magic card, it is not removed. X is the amount of required chips for the magic card. / [Hone Skill]: Return this card to the deck, and add a unit card with the same name to your hand.			March of Ostia	Lilina	
Sophia (Lv20)	RP	RP-065.png	8	4	2	Druid	Female/Dark/Magic/Infantry	Staff A / Dark S	Fenrir			Support: Niime	[Dark]		[Class Change]: Can be put into play when "Sophia" deals "attack damage" to an enemy unit. / [Eternal Dark]: When this unit damages an enemy unit, send the top card of your opponent's deck outside the battlefield. / [Afterimage] (Energy X-1): If you attack using a magic card, it is not removed. X is the amount of required chips for the magic card. / [Hone Skill]: Return this card to the deck, and add a unit card with the same name to your hand.			Nabata Village	Sofiya	
Saul (Lv10) .	RP	RP-066.png	7	3	2	Bishop	Male/Light/Magic/Infantry	Staff A / Light B	Lightning				[Ice]		[Afterimage] (Energy X): If you attack using a magic card, it is not removed. X is the amount of required chips for the magic card. / [Sermon of God's Love]: This unit is treated as having "Relationship: Support" with all female units of your army (name in pink).			Kingdom of Etruria	Saul	
Cath (Lv15)	RP	RP-067.png	5	2	1	Thief	Male/Sword/Direct/Infantry	Sword C	Light Brand: Can perform indirect attacks with initial equipment			Support: Bartre	[Anima]		[Procure] (Energy 2): Instead of acting, you may place the top non-Unit card from outside the battlefield on top of your Deck.				Cath	
Shannan (Lv10) .	RP	RP-068.png	3			Civilian	Male/Special/Infantry	Sword *				Support: Ayra, Deirdre	Astra		[Sharp Blade] (Deck 2): Reduce the energy chips consumed for attacks or counterattacks by -2. Can be used up to two times. / [Deploy]: When placed on the field, attach 1 weapon card from your hand or deck. / [Accompany A]: If a unit of the same country is on the field, you can sortie this unit with 1 energy chip to an adjacent square to the left or right of the unit with the same country.			Kingdom of Isaach	Shanan	
